transcript_ID	Cincerta_transcript_ID	PID	k0	k4	aligned_sites
26896899	g3252.t1	0.06	0.004204636099948866	0.2326161962278796	712
26903023	g14825.t1	0.2	0.16432382437568538	0.45405619968895383	1950
26907719	g9982.t1	0.15	0.15023294597252096	0.2410988502715694	944
26906036	g336.t1	0.13	0.0535145205423254	0.544452752537202	1041
26898065	g1248.t1	0.27	0.23987110887122795	0.6495555027869042	9017
26897604	g7012.t1	0.18	0.145524821883527	0.4016480532634714	8892
26903142	g6146.t1	0.22	0.18510997155008585	0.5241304254210997	1817
26894884	g8804.t1	0.06	0.028495047329411008	0.13928785934631963	1848
26903412	g13728.t1	0.15	0.09671121570636912	0.41310574624577384	4869
26907192	g4898.t1	0.15	0.14604028529310692	0.30409883108112323	321
26903374	g6413.t1	0.07	0.022060413904720005	0.2552443544529023	1166
26896030	g15505.t1	0.09	0.032384955340853894	0.31942783183907886	956
26891599	g878.t1	0.17	0.1330749294076037	0.3922853994937569	2696
26899343	g1791.t1	0.3	0.2750545231500677	0.6786014610913839	3509
26904271	g6786.t1	0.18	0.11572334455251103	0.4540465027819439	3535
26905078	g5854.t1	0.12	0.06259007326732903	0.33628872176073626	10884
26903174	g4366.t1	0.17	0.1460060791975748	0.2996999914918247	798
26903580	g6589.t1	0.18	0.11745558851620153	0.4049389385307416	1381
26895366	g15391.t1	0.15	0.08607930763754346	0.44599687331218874	2226
26894384	g4432.t1	0.16	0.11712435675840477	0.39182758852025146	5725
26901404	g5405.t1	0.14	0.08536335184523272	0.48139041462929594	1232
26904561	g12519.t1	0.11	0.050456143094678205	0.3550618275125042	2387
26907878	g17237.t1	0.22	0.17032628483387913	0.5716050390351726	1401
26907864	g6066.t1	0.07	0.021562059964489455	0.20119798994600957	1503
26901935	g10974.t1	0.18	0.1268740257086149	0.4608578675237858	6385
26889258	g10437.t1	0.05	0.02642241060173206	0.15904403916728754	1717
26907227	g4836.t1	0.19	0.15767275868327343	0.3692569554959983	3056
26897209	g16585.t1	0.19	0.14731990509683587	0.4697538831658764	4634
26902411	g10937.t1	0.04	0.007313563560460658	0.1584818202504052	1041
26898504	g9092.t1	0.07	0.03164105578581252	0.20119798994600957	1460
26903944	g14927.t1	0.18	0.10911074067966325	0.4750250976515931	2092
26891952	g7999.t1	0.1	0.04236126846612532	0.3005085896632049	2585
26888013	g13575.t1	0.14	0.08820726027320923	0.43838500466786245	1102
26897040	g9219.t1	0.13	0.06414454982643314	0.37757330303683534	2393
26900431	g8417.t1	0.1	0.053419413483352024	0.2853265200317468	2150
26894883	g3052.t1	0.27	0.25006293332137514	0.571328235193684	6151
26891578	g1033.t1	0.15	0.08968741212039846	0.43792949296239353	4256
26905105	g12528.t1	0.24	0.15259799502582294	0.927571970361695	356
26903701	g17178.t1	0.22	0.1990349969430345	0.46915514049362184	6965
26889903	g10558.t1	0.19	0.11960858690417481	0.5292648973595104	4026
26888587	g6871.t1	0.2	0.1545307552006558	0.42355603183817625	5910
26906711	g4843.t1	0.14	0.09026877407558707	0.3257383032974605	2274
26903965	g9832.t1	0.11	0.019781366440795655	0.40506570623626614	708
26902644	g11077.t1	0.09	0.02881506858850836	0.30629502591543956	878
26907402	g10115.t1	0.21	0.15184060156897972	0.6476194097303881	1805
26906691	g12191.t1	0.06	0.0020818889148772634	0.25318107942398477	730
26906325	g11755.t1	0.18	0.14289599155347965	0.39478352758010654	3300
26906152	g8119.t1	0.17	0.10501729291166681	0.46836602381441017	4234
26895285	g12984.t1	0.08	0.030219915286961392	0.2729740329010588	1087
26903169	g17125.t1	0.12	0.08736640282030325	0.2656288602904604	3551
26908224	g7271.t1	0.12	0.09819155501579668	0.21576155433883568	882
26893908	g469.t1	0.13	0.08292999401955783	0.33312401201638403	6666
26892329	g3842.t1	0.18	0.12192956202202501	0.48597783653184634	5064
26893519	g2194.t1	0.23	0.1826111175447893	0.596030535532081	524
26890148	g16787.t1	0.18	0.14275501880570374	0.4320679688541958	1861
26890818	g12840.t1	0.12	0.07983782551638892	0.2882420036507664	2111
26899760	g8261.t1	0.1	0.05601516531148738	0.2996477794412623	1560
26891048	g7973.t1	0.14	0.08659074662028382	0.357631328212794	1078
26896540	g9690.t1	0.05	0.01193286753770676	0.19041881197140492	2213
26895527	g8781.t1	0.19	0.1278924741728831	0.5174680388938839	1403
26894844	g14502.t1	0.08	0.048039016119637803	0.2469095074563066	1656
26895258	g8822.t1	0.23	0.22233032072478903	0.48015030568961947	608
26888822	g243.t1	0.04	0.009929809921702037	0.16981265749438412	1232
26891209	g2018.t1	0.08	0.029748942294323552	0.340337764034229	721
26890226	g16789.t1	0.15	0.08341922633266828	0.5019202476317202	1663
26903584	g3651.t1	0.33	0.3979422201422819	0.5255824840208266	2697
26891799	g4120.t1	0.21	0.17877269980340854	0.42747661618899385	1272
26904708	g5925.t1	0.2	0.14947702964454476	0.49276384235357973	1518
26888986	g15997.t1	0.15	0.08924802366658897	0.42747661618899385	3326
26897770	g1193.t1	0.1	0.027793824214846594	0.42364726875013636	1098
26904193	g6381.t1	0.11	0.06936347834876783	0.30672580399452476	1493
26907016	g12100.t1	0.15	0.08098855067333809	0.4293160843785472	2322
26899080	g1950.t1	0.05	0.009772125217750347	0.18848582121067953	645
26896355	g3426.t1	0.25	0.2320015050757577	0.518249214016242	1368
26899060	g9103.t1	0.24	0.2013744397762552	0.6186639218797968	2007
26894375	g4442.t1	0.25	0.2393154984209131	0.5399854318972575	2334
26892211	g772.t1	0.13	0.07786015565579688	0.4032650571379678	480
26905063	g13256.t1	0.15	0.10259872632740319	0.34808537639225395	899
26900180	g7580.t1	0.15	0.12432406851826343	0.33824127234918616	953
26896466	g3434.t1	0.09	0.008875843235252097	0.311791206206515	542
26888201	g3197.t1	0.18	0.15218204846268138	0.33122278843217556	844
26902595	g5168.t1	0.06	0.021330979198291477	0.15372744616760342	1418
26896638	g3389.t1	0.06	0.01490305053163445	0.21205522840575142	2764
26902705	g11136.t1	0.1	0.03621921012458802	0.2982723019931586	3136
26897085	g3539.t1	0.12	0.06623641764079943	0.401601870161039	2756
26888815	g8691.t1	0.2	0.13021564009594225	0.509656146378125	1900
26901678	g2806.t1	0.16	0.09188785935584408	0.4702707235687916	1818
26903771	g14992.t1	0.11	0.07949363686048297	0.23441854014121852	1338
26899680	g13525.t1	0.09	0.038592816770983494	0.28445522223942865	5739
26901082	g15318.t1	0.14	0.08485066106435499	0.35868362874495974	3818
26890999	g8002.t1	0.1	0.01886891972711624	0.42339735205338885	484
26902518	g10863.t1	0.35	0.38502388772879215	0.7563458937553591	1778
26906974	g12153.t1	0.07	0.026480418357089176	0.21359200119995053	5858
26888172	g3193.t1	0.18	0.12750622242044823	0.46276761381535847	2128
26903146	g9850.t1	0.13	0.06630362099732258	0.3656086948267496	2172
26903513	g6795.t1	0.11	0.04966674850357728	0.3326193777730526	2312
26906634	g7201.t1	0.11	0.04124750681058657	0.35967981019641465	1390
26895723	g14137.t1	0.22	0.15722563419350824	0.5356789892780854	2369
26894262	g2125.t1	0.14	0.061799648825300146	0.4483777505667153	725
26901052	g7670.t1	0.23	0.1937675331797393	0.5333395672232818	2601
26905118	g13293.t1	0.25	0.2319812307602929	0.46684625372996225	2000
26906702	g17308.t1	0.11	0.05541839991887986	0.29327132487490637	3895
26896671	g3572.t1	0.1	0.013169785274320257	0.5393420002224046	579
26906772	g12203.t1	0.15	0.10149880777904723	0.3721800995603234	3110
26896305	g9253.t1	0.26	0.21576155433883568	0.6463274197468035	2279
26899641	g14237.t1	0.11	0.03454558003240088	0.33002733912993976	955
26898054	g1282.t1	0.06	0.017201755408164775	0.20903883996970216	12755
26889272	g8593.t1	0.25	0.22162859859974238	0.5473980734534438	4918
26906897	g10168.t1	0.11	0.02838560169514595	0.4522470626742357	558
26889037	g8628.t1	0.16	0.10059972164423053	0.46368440429012053	1332
26903998	g6802.t1	0.14	0.06700882525188749	0.4598283546648066	717
26902240	g5478.t1	0.08	0.04296091968311687	0.23231016745692953	4409
26903367	g14914.t1	0.09	0.003432500270558816	0.4581818117422298	442
26889409	g16162.t1	0.12	0.05552951584289324	0.3648256279813735	1679
26906141	g4274.t1	0.2	0.1262592022034856	0.6027379134114565	3311
26905982	g4797.t1	0.3	0.2883351148341033	0.6367182088541761	2305
26889186	g16116.t1	0.3	0.30943693190777116	0.5879444062684905	3564
26899327	g1636.t1	0.11	0.055364934176450484	0.5225533865180053	545
26896762	g3277.t1	0.22	0.18257215712605243	0.5278981162232331	9505
26903071	g6717.t1	0.22	0.17395860984354702	0.503754738363341	6556
26903779	g17147.t1	0.21	0.16404699642796594	0.5629842544658713	2878
26905433	g13397.t1	0.16	0.09141583072584422	0.4616334096877305	4655
26891988	g3871.t1	0.28	0.2467675594561668	0.6664056141909395	1000
26894977	g15496.t1	0.13	0.0658415098411438	0.3872457756899804	1464
26899024	g1658.t1	0.08	0.022325632397001326	0.3051326010587142	1815
26893063	g2133.t1	0.22	0.18273086439373273	0.5108350057471664	3797
26895037	g12937.t1	0.11	0.04919796186435992	0.3781849895009611	479
26901391	g5617.t1	0.33	0.35967981019641465	0.7112475642140789	638
26888435	g11631.t1	0.19	0.17659260866067503	0.3644530959980531	444
26891003	g1189.t1	0.36	0.4124823984958619	0.8095356950551666	1462
26892210	g663.t1	0.22	0.194391363533859	0.4408399986765892	2353
26898094	g16723.t1	0.24	0.1912871827018649	0.6396374438418058	3850
26900151	g8413.t1	0.04	0.0038890416412514714	0.18437622188721037	1927
26903549	g14987.t1	0.04	0.013699010982969984	0.19305900611176846	1336
26900183	g8265.t1	0.17	0.09344345544096733	0.5672072741746305	2730
26890507	g2506.t1	0.05	0.012820825019475051	0.15382161108188008	724
26898330	g16748.t1	0.29	0.27545662002036503	0.5628797830908591	1534
26898950	g1567.t1	0.14	0.08570551040929243	0.43467979977354765	1373
26902845	g5099.t1	0.16	0.09438946638281787	0.44693405425952715	8783
26905154	g2952.t1	0.11	0.05666575230560606	0.3274444242116123	5163
26906121	g17061.t1	0.13	0.06884083878013694	0.35290497455858627	1538
26893479	g11368.t1	0.2	0.16060458834007832	0.4683215213519276	10682
26890304	g3805.t1	0.07	0.04689026773600045	0.18549479032721294	1752
26899651	g7884.t1	0.14	0.09666514378552668	0.33471532697131473	1319
26897294	g3622.t1	0.2	0.15438904065311154	0.4958308701114966	957
26894057	g407.t1	0.14	0.08250067141074635	0.37862818644102597	694
26896657	g9803.t1	0.13	0.078697947791517	0.31564138074755343	3005
26900050	g13491.t1	0.06	0.02030580882371773	0.1684058816856358	931
26896435	g2874.t1	0.09	0.04029894906015824	0.27370793302689367	1509
26906613	g17323.t1	0.11	0.04110617737124627	0.37337882117938453	251
26899933	g11283.t1	0.11	0.051823555303782486	0.31255438851103695	1063
26892060	g15700.t1	0.21	0.15572952358368336	0.5290404265908354	1719
26905759	g2369.t1	0.23	0.19699376584947803	0.5355824255952417	10604
26907887	g12031.t1	0.27	0.2501328365370123	0.6284884786804019	2893
26903575	g6605.t1	0.09	0.03637076245395787	0.2854689611565102	2320
26888278	g7444.t1	0.13	0.0750625939177369	0.3546797916777726	1020
26896351	g3318.t1	0.14	0.11662237903775438	0.31942783183907886	829
26887948	g13602.t1	0.35	0.40635116374522184	0.7920395056869853	484
26900964	g13461.t1	0.21	0.16457075160375906	0.5393420002224046	880
26889372	g8533.t1	0.08	0.014963089814511513	0.2326161962278796	206
26907677	g17272.t1	0.04	0.017638439866648533	0.12476827935370541	945
26899404	g16697.t1	0.06	-0.0	0.30409883108112323	352
26893771	g15941.t1	0.13	0.12599811071966213	0.11866800391117062	1097
26903723	g6702.t1	0.17	0.09476309366224656	0.45405619968895383	2105
26895271	g14527.t1	0.13	0.08424382699982708	0.3950580714027534	1791
26906479	g11899.t1	0.16	0.10908012749762284	0.42105552599297036	1919
26888843	g16038.t1	0.05	0.00562326907935061	0.2131886530162438	538
26892488	g1063.t1	0.11	0.014677572145572918	0.4408399986765892	537
26903691	g6438.t1	0.17	0.13244883802797117	0.35967981019641465	1444
26890430	g3799.t1	0.12	0.07049384103829998	0.3171426381150252	1190
26891916	g1112.t1	0.07	0.02589653065834946	0.22556561551435034	1236
26896227	g3556.t1	0.1	0.027167041055899763	0.3376031611198176	1472
26893090	g17603.t1	0.23	0.19248645824608435	0.5783315415222428	1437
26891162	g10261.t1	0.2	0.13820458269391234	0.5437745181610206	3190
26894090	g9456.t1	0.19	0.09420777761465507	0.6818690705526628	775
26892112	g999.t1	0.04	0.012605338737285966	0.11435144523320513	355
26899216	g1409.t1	0.1	0.0487840088789092	0.28184200497153583	942
26889859	g16105.t1	0.18	0.12491705751355957	0.449025618812098	3379
26904068	g4368.t1	0.1	0.058107977556617625	0.2712904193589805	681
26902050	g5503.t1	0.07	0.01981621217582914	0.21079229810973277	1156
26903292	g17138.t1	0.09	0.022750559511391037	0.4149194923774888	1075
26902733	g2809.t1	0.09	0.05299153669542364	0.25847225361881243	1354
26904752	g5941.t1	0.16	0.09768340154120135	0.42681270492749335	4410
26902195	g11218.t1	0.11	0.04614110008214341	0.3795814754158887	896
26900535	g3100.t1	0.04	0.0052493652616414106	0.11989575937360387	1807
26894703	g11432.t1	0.2	0.15655066320024824	0.4509072639256949	2631
26903017	g6719.t1	0.09	0.02919061971762582	0.3177108199603814	735
26904050	g6628.t1	0.11	0.02976581120043193	0.4001896560033297	807
26898036	g7087.t1	0.22	0.17145511669356442	0.5383401633728206	1445
26901164	g11110.t1	0.22	0.16817364694975806	0.5206698836097159	5194
26906940	g7261.t1	0.05	0.012875852716774085	0.15459915411575487	711
26904650	g5897.t1	0.17	0.12699449007542846	0.4254811001689339	3084
26907900	g11945.t1	0.24	0.20014348897114792	0.5505675102752778	8761
26905203	g5956.t1	0.11	0.05342647816449319	0.3057040908286309	6706
26894603	g4544.t1	0.11	0.040602697155892736	0.3774373724681498	2481
26893339	g11324.t1	0.17	0.07707141818469358	0.5054261871335337	1034
26898359	g13544.t1	0.11	0.0579999025523778	0.29876073025447525	1623
26891872	g3945.t1	0.21	0.15519053685549186	0.604668243884187	635
26899640	g7764.t1	0.1	0.05084230740650717	0.2737576150618881	2176
26898936	g1717.t1	0.12	0.041555817672483675	0.5131338829328888	714
26906530	g10068.t1	0.28	0.2713593584628208	0.6555231919382044	2350
26902086	g5166.t1	0.11	0.0629111129855266	0.2719050475433478	1244
26888985	g10310.t1	0.13	0.07995730129369369	0.3453936639683938	559
26899663	g9592.t1	0.42	0.5120915154579024	0.9424219448285016	3696
26894150	g9363.t1	0.37	0.3987545950678497	0.8951541091677924	5473
26894676	g11343.t1	0.17	0.1287408717987453	0.3647726319383896	2821
26894627	g4503.t1	0.1	0.048507652039114155	0.29756330132065006	16481
26895774	g15500.t1	0.08	0.037982799614066184	0.24023047482589321	1103
26898639	g1723.t1	0.11	0.03138028104514533	0.4673914439647763	1319
26895046	g8868.t1	0.17	0.12545467728358747	0.37731423528425523	3011
26903058	g6749.t1	0.14	0.07870542805390966	0.4308138560501704	6992
26892140	g15679.t1	0.12	0.047820313810394095	0.33177724878271153	1374
26901125	g2627.t1	0.14	0.08551539065310808	0.4292567568559841	1277
26893743	g17692.t1	0.1	0.057495327894915196	0.2615367566262586	4570
26893507	g2157.t1	0.06	0.022718253726362235	0.2076022983733679	1076
26890197	g12776.t1	0.15	0.10681525503132647	0.3916420368122294	1357
26890162	g12611.t1	0.1	0.04153310210171537	0.36526123130420396	439
