ness_ID,gene,transcript,SFS0,SFS4,pi0,pi4
26902937,Cre01.g000500,Cre01.g000500.t1.3,"[1035, 17, 4, 11, 4, 0, 1, 2, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[255, 18, 3, 7, 5, 2, 2, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.010691332448951159,0.038448041408957315
26903757,Cre01.g000550,Cre01.g000550.t1.2,"[1213, 28, 8, 7, 9, 4, 5, 4, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[412, 12, 4, 10, 5, 1, 5, 4, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.015472648203250172,0.035579888521064994
26904183,Cre01.g000600,Cre01.g000600.t1.2,"[723, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[181, 4, 2, 3, 2, 2, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0008474194275411315,0.029756626268597892
26903448,Cre01.g000650,Cre01.g000650.t1.3,"[1345, 1, 3, 1, 0, 5, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[381, 12, 6, 8, 6, 1, 1, 5, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00377055408869459,0.02982796892341842
26903318,g17,g17.t1,"[1269, 25, 13, 10, 2, 2, 0, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[429, 8, 12, 6, 6, 6, 7, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01064243103812882,0.03389161220043573
26904030,Cre01.g000750,Cre01.g000750.t1.3,"[1223, 20, 11, 5, 6, 1, 4, 3, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[408, 16, 11, 2, 3, 2, 4, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.011045086267344316,0.02565214876511076
26903117,g19,g19.t2,"[290, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[90, 4, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001511715797430083,0.014978213507625272
26903116,Cre01.g000800,Cre01.g000800.t1.2,"[290, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[90, 4, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001511715797430083,0.014978213507625272
26903872,Cre01.g000850,Cre01.g000850.t1.2,"[372, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[101, 3, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002603893607353815,0.019668361171629147
26903446,Cre01.g000900,Cre01.g000900.t1.2,"[803, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[256, 12, 4, 3, 1, 1, 4, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00013819789939192924,0.02729044834307992
26904059,Cre01.g000950,Cre01.g000950.t1.3,"[745, 9, 1, 1, 1, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[260, 8, 5, 3, 0, 0, 7, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005144589592297717,0.028512217895288194
26902943,Cre01.g001000,Cre01.g001000.t1.3,"[781, 11, 6, 11, 8, 1, 9, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[250, 2, 6, 8, 5, 5, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.017875423261674146,0.03810318453622583
26903126,Cre01.g001100,Cre01.g001100.t1.2,"[1168, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[362, 8, 1, 3, 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0009082348483582123,0.012882696938424493
26903729,Cre01.g001150,Cre01.g001150.t1.3,"[3146, 45, 19, 16, 18, 6, 10, 12, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1037, 28, 19, 6, 8, 6, 4, 4, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.011821263138609091,0.018208119568018367
26903913,Cre01.g001200,Cre01.g001200.t1.3,"[2724, 21, 19, 6, 6, 5, 5, 5, 14, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[962, 18, 16, 12, 8, 6, 7, 12, 14, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.010244220925720684,0.03221772529307042
26903081,g28,g28.t1,"[3425, 50, 18, 12, 24, 10, 27, 12, 14, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1206, 50, 28, 16, 21, 16, 17, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.014891779614024563,0.03416821716521158
26904146,g29,g29.t1,"[5750, 65, 44, 41, 30, 24, 22, 13, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1887, 68, 42, 41, 24, 24, 13, 24, 27, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.012310838045029771,0.03775245970814398
26903426,Cre01.g001350,Cre01.g001350.t1.2,"[1045, 9, 2, 3, 1, 1, 1, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[311, 19, 8, 6, 2, 3, 5, 2, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.006229957650975496,0.03885458419095078
26903169,Cre01.g001400,Cre01.g001400.t1.1,"[2202, 13, 4, 9, 2, 3, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[645, 17, 13, 8, 17, 5, 3, 2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004220037732102075,0.031225285663639583
26903630,g32,g32.t1,"[724, 14, 5, 8, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[209, 21, 5, 9, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008165600457689708,0.03396078431372549
26903257,g33,g33.t1,"[1203, 29, 2, 2, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[403, 19, 4, 3, 2, 1, 2, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008866109726597805,0.019369630919945806
26903832,Cre01.g001550,Cre01.g001550.t1.3,"[656, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[186, 7, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0003377237419790611,0.01353637901861252
26903436,Cre01.g001600,Cre01.g001600.t1.2,"[1105, 16, 8, 1, 0, 2, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[385, 16, 7, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005857037650741047,0.0115452507036878
26904218,Cre01.g001650,Cre01.g001650.t1.2,"[268, 1, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[93, 2, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008849768617909452,0.01593970921702014
26903621,g37,g37.t1,"[240, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[74, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001952648279228704,0.0029239766081871343
26904198,g38,g38.t1,"[117, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0009416195856873823,0.0
26903769,g39,g39.t1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",None,None
26903717,g40,g40.t2,"[1302, 4, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[385, 16, 4, 7, 10, 6, 3, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002063983488132095,0.03841354723707665
26903718,g40,g40.t1,"[1302, 4, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[385, 16, 4, 7, 10, 6, 3, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002063983488132095,0.03841354723707665
26902978,g41,g41.t1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",None,None
26904117,g42,g42.t1,"[1658, 11, 5, 4, 3, 1, 4, 2, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[466, 24, 17, 11, 7, 3, 5, 12, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.007402528876410121,0.04763927231542437
26903292,Cre01.g001750,Cre01.g001750.t1.2,"[1063, 3, 1, 1, 1, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[283, 11, 0, 2, 2, 0, 0, 0, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0029238163112402468,0.020379299260687878
26903101,Cre01.g001800,Cre01.g001800.t1.3,"[1839, 7, 3, 0, 0, 4, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[513, 28, 8, 0, 1, 5, 5, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0024791525805724587,0.022483198226286978
26903785,Cre01.g001950,Cre01.g001950.t1.2,"[457, 3, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[133, 7, 3, 3, 2, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002263531675296382,0.03836686189627366
26903038,g46,g46.t2,"[185, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[47, 3, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002866030547691447,0.027130348994943893
26903039,g46,g46.t1,"[185, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[47, 3, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002866030547691447,0.027130348994943893
26903681,Cre01.g002050,Cre01.g002050.t1.2,"[1186, 18, 13, 8, 4, 3, 2, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[370, 7, 22, 12, 7, 4, 2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.009965074685223053,0.043185557517849325
26903554,Cre01.g002100,Cre01.g002100.t1.2,"[2176, 29, 36, 11, 6, 4, 3, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[681, 27, 31, 11, 4, 1, 2, 6, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.009854286643469953,0.026297377088346216
26904028,Cre01.g002150,Cre01.g002150.t1.2,"[572, 7, 5, 2, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[186, 9, 2, 3, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008095285491523174,0.023242467718794835
26903597,Cre01.g002200,Cre01.g002200.t1.2,"[244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[53, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.015639589169000934
26904046,g51,g51.t1,"[1392, 57, 32, 8, 11, 5, 19, 8, 13, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[468, 28, 27, 7, 7, 3, 12, 9, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.02737746682383361,0.050170302862929214
26903779,g52,g52.t2,"[1189, 45, 4, 5, 6, 5, 3, 7, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[371, 47, 10, 4, 8, 6, 9, 6, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.015511296382069889,0.0561730707852851
26903780,Cre01.g002201,Cre01.g002201.t1.2,"[1189, 45, 4, 5, 6, 5, 3, 7, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[371, 47, 10, 4, 8, 6, 9, 6, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.015511296382069889,0.0561730707852851
26903565,Cre01.g002227,Cre01.g002227.t1.2,"[421, 17, 6, 0, 4, 2, 4, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[136, 6, 1, 4, 6, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0216156179247298,0.04169769173492182
26902935,g54,g54.t1,"[79, 3, 1, 0, 1, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.031268568033273915,0.05761316872427983
26902936,Cre01.g002236,Cre01.g002236.t1.2,"[79, 3, 1, 0, 1, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.031268568033273915,0.05761316872427983
26903760,Cre01.g002250,Cre01.g002250.t1.2,"[509, 4, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[143, 7, 1, 5, 3, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002144806142521734,0.03686433923162761
26903240,Cre01.g002300,Cre01.g002300.t1.2,"[343, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[83, 5, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0003229974160206718,0.025717533390167656
26903953,Cre01.g002350,Cre01.g002350.t1.3,"[790, 3, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[222, 11, 2, 7, 0, 0, 2, 2, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0020501718043972085,0.031032679738562094
26903396,Cre01.g002400,Cre01.g002400.t1.3,"[264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[70, 1, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.020740740740740737
26904145,g59,g59.t1,"[574, 9, 1, 1, 1, 0, 2, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[185, 13, 4, 3, 2, 1, 2, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.009081991425012951,0.043053306949691186
26902926,Cre01.g002500,Cre01.g002500.t1.2,"[466, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[108, 1, 3, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0014879710749548046,0.0171639670360898
26904263,Cre01.g002550,Cre01.g002550.t1.3,"[455, 1, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[136, 2, 2, 7, 0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.003466894003978403,0.03384072927416581
26903469,Cre01.g002600,Cre01.g002600.t1.2,"[537, 8, 5, 2, 6, 2, 3, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[177, 14, 1, 2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01590759760694401,0.0207961972667855
26904190,Cre01.g002650,Cre01.g002650.t1.2,"[808, 8, 2, 2, 7, 6, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[270, 8, 1, 0, 5, 7, 1, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.011965692117132908,0.03178049743387288
26903572,Cre01.g002700,Cre01.g002700.t1.2,"[1434, 34, 15, 12, 15, 3, 10, 6, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[472, 34, 9, 9, 6, 5, 9, 4, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01763384196905551,0.039758382293952475
26902949,g65,g65.t1,"[472, 11, 3, 1, 5, 2, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[151, 6, 2, 0, 2, 2, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.013793737039661915,0.033569246238929505
26902950,Cre01.g002750,Cre01.g002750.t1.2,"[472, 11, 3, 1, 5, 2, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[151, 6, 2, 0, 2, 2, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.013793737039661915,0.033569246238929505
26903751,Cre01.g002800,Cre01.g002800.t1.3,"[8127, 78, 35, 21, 32, 18, 17, 28, 8, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2528, 89, 53, 34, 26, 22, 17, 22, 12, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008230481610127518,0.027538529958949506
26903123,g67,g67.t1,"[714, 7, 6, 0, 5, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[206, 14, 6, 1, 2, 1, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.007122849139655861,0.034080298786181136
26903921,g68,g68.t1,"[5095, 44, 10, 6, 14, 11, 7, 4, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1357, 64, 17, 26, 11, 19, 14, 12, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005894158842117425,0.03123490512402912
26903544,Cre01.g002900,Cre01.g002900.t1.2,"[150, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[30, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0007358351729212656,0.015646662705486234
26903427,Cre01.g002950,Cre01.g002950.t1.3,"[769, 20, 2, 2, 5, 1, 4, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[226, 16, 3, 5, 3, 2, 6, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.013539901557330751,0.040374892095202855
26903810,Cre01.g003000,Cre01.g003000.t1.3,"[1309, 35, 25, 19, 6, 1, 4, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[414, 46, 13, 10, 8, 2, 11, 3, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01587700323308446,0.05122564822189354
26903196,Cre01.g003050,Cre01.g003050.t1.2,"[2157, 14, 1, 8, 6, 2, 4, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[683, 58, 7, 18, 16, 8, 10, 7, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005521954004531749,0.04279241348891295
26903550,Cre01.g003100,Cre01.g003100.t1.3,"[1180, 36, 4, 12, 4, 7, 9, 3, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[391, 30, 5, 12, 3, 8, 3, 4, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.016399570153716774,0.03897414038079001
26903551,g73,g73.t2,"[1180, 36, 4, 12, 4, 7, 9, 3, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[391, 30, 5, 12, 3, 8, 3, 4, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.016399570153716774,0.03897414038079001
26904083,Cre01.g003150,Cre01.g003150.t1.2,"[1213, 13, 1, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[338, 27, 6, 8, 5, 3, 7, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002795815295815296,0.03910102052516913
26903478,Cre01.g003200,Cre01.g003200.t1.2,"[845, 11, 3, 10, 5, 0, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[256, 15, 2, 7, 10, 0, 6, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.011432344409576165,0.051497287368106284
26904129,Cre01.g003250,Cre01.g003250.t1.3,"[66, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00865051903114187,0.0
26903738,Cre01.g003300,Cre01.g003300.t1.2,"[733, 1, 1, 6, 3, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[182, 4, 2, 6, 5, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.007696536558548653,0.03357682942458029
26902930,g78,g78.t1,"[1157, 2, 2, 4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[264, 15, 8, 9, 9, 5, 5, 3, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0023242658960185045,0.05542402719601774
26903834,g79,g79.t2,"[1208, 18, 4, 4, 3, 4, 1, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[343, 26, 11, 13, 3, 6, 5, 5, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008316574493045082,0.0517117958294429
26903835,Cre01.g003450,Cre01.g003450.t1.3,"[1208, 18, 4, 4, 3, 4, 1, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[343, 26, 11, 13, 3, 6, 5, 5, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008316574493045082,0.0517117958294429
26903790,g80,g80.t1,"[1125, 6, 2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[323, 12, 6, 8, 6, 3, 7, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002105771886219277,0.04118349848900134
26903130,g81,g81.t1,"[1040, 14, 3, 1, 2, 0, 3, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[311, 22, 5, 6, 5, 6, 5, 8, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00766599474680838,0.048668212804835194
26903740,g82,g82.t1,"[720, 4, 0, 1, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[178, 11, 5, 1, 1, 2, 1, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0042080759244337,0.03554917902120198
